,quote_date,Dividend,underlying_bid_1545,symbol,expiration,strike,bid_1545,ask_1545,net_change,implied_volatility_1545,volume,Interest_rate,date_diff,expiration_group,Strike_diff,Strike_group
39,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11250.00,3.35,5.15, -1.25, 35.61,749.0,6.25,3.0,0_week,0.0565839954716032,mid_point
40,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11300.00,4.35,4.45, -1.85, 32.63,,6.25,3.0,0_week,0.05239103545147694,mid_point
41,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11350.00,4.6,5.5, -2.65, 30.74,,6.25,3.0,0_week,0.048198075431350795,mid_point
42,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11400.00,5.2,5.25, -2.75, 29.22,,6.25,3.0,0_week,0.04400511541122454,mid_point
43,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11450.00,5.05,6.5, -4.90, 26.73,,6.25,3.0,0_week,0.03981215539109839,mid_point
44,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11500.00,6.6,6.75, -6.40, 25.90,,6.25,3.0,0_week,0.035619195370972134,mid_point
45,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11550.00,7.05,7.5, -8.55, 24.08,,6.25,3.0,0_week,0.03142623535084588,mid_point
46,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11600.00,8.8,9.0, -11.15, 22.43,,6.25,3.0,0_week,0.02723327533071973,mid_point
47,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11650.00,10.5,11.0, -15.00, 20.95,,6.25,3.0,0_week,0.023040315310593473,mid_point
48,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11700.00,15.25,15.3, -18.20, 20.17,,6.25,3.0,0_week,0.018847355290467327,mid_point
49,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11750.00,19.1,20.2, -24.40, 18.88,,6.25,3.0,0_week,0.01465439527034107,mid_point
50,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11800.00,28.9,29.5, -28.60, 18.33,,6.25,3.0,0_week,0.010461435250214923,mid_point
51,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11850.00,41.0,42.75, -32.85, 17.80,,6.25,3.0,0_week,0.006268475230088666,mid_point
52,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11900.00,60.6,61.5, -37.50, 17.80,,6.25,3.0,0_week,0.0020755152099625196,mid_point
53,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,11950.00,84.25,87.0, -57.25, 14.89,,6.25,3.0,0_week,-0.0021174448101637378,minus_10
54,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,12000.00,116.0,117.55, -49.00, 18.28,,6.25,3.0,0_week,-0.006310404830289995,minus_10
55,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,12050.00,148.5,154.05, -54.00, 18.58,597.0,6.25,3.0,0_week,-0.010503364850416252,minus_10
56,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,12100.00,191.4,193.45, -50.55, 19.75,,6.25,3.0,0_week,-0.014696324870542288,minus_10
57,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,12150.00,209.4,278.0,0,0,0.0,6.25,3.0,0_week,-0.018889284890668545,minus_10
58,2019-05-27, 1.11,11924.75,NIFTY,2019-05-30,12200.00,278.0,284.4, -50.20, 20.58,,6.25,3.0,0_week,-0.023082244910794802,minus_10
